fecha_venta,producto_id,categoria_producto,cantidad_vendida,precio_venta_unitario,cliente_id,canal_venta
2025-02-27,P2,tela,168,15.94,C133,tienda física
2024-10-15,P14,encaje,61,20.41,C75,tienda física
2024-06-21,P8,hilo,289,9.97,C88,distribuidor
2024-12-03,P2,tela,245,29.74,C78,online
2024-08-29,P1,tela,175,12.49,C142,distribuidor
2024-09-14,P1,tela,23,4.85,C180,distribuidor
2024-09-03,P3,tela,254,3.68,C193,online
2024-05-22,P7,botón,11,13.23,C34,tienda física
2025-02-26,P6,botón,267,4.65,C142,distribuidor
2024-08-13,P4,tela,294,22.47,C159,online
2023-08-13,P1,tela,262,11.92,C131,online
2024-10-14,P9,hilo,16,20.37,C53,tienda física
2024-01-23,P3,tela,84,5.23,C148,online
2025-05-30,P10,hilo,210,7.68,C143,online
2025-04-19,P12,cierres,121,12.72,C81,online
2024-11-10,P3,tela,26,25.81,C156,tienda física
2023-10-07,P14,encaje,82,22.79,C165,distribuidor
2023-10-01,P9,hilo,139,8.0,C6,distribuidor
2025-04-03,P13,encaje,294,28.38,C40,distribuidor
2024-07-27,P4,tela,276,13.46,C107,tienda física
2024-06-02,P14,encaje,287,24.43,C124,online
2024-10-07,P1,tela,244,14.12,C157,online
2024-06-24,P12,cierres,158,2.63,C195,distribuidor
2024-12-15,P12,cierres,282,3.41,C75,distribuidor
2024-09-03,P2,tela,214,7.04,C133,online
2025-03-26,P4,tela,240,13.23,C144,online
2023-07-28,P1,tela,115,29.89,C74,distribuidor
2023-12-06,P6,botón,147,23.86,C153,tienda física
2024-04-08,P7,botón,247,26.6,C137,distribuidor
2024-10-22,P12,cierres,114,16.75,C136,tienda física
2024-09-16,P4,tela,283,11.73,C102,distribuidor
2023-10-25,P7,botón,84,23.27,C60,online
2024-02-18,P11,cierres,113,9.21,C63,online
2025-02-18,P13,encaje,22,18.61,C21,distribuidor
2023-06-29,P11,cierres,12,6.14,C70,distribuidor
2024-03-16,P13,encaje,54,15.95,C32,tienda física
2023-09-16,P12,cierres,63,23.8,C160,distribuidor
2023-09-11,P2,tela,167,15.91,C191,online
2024-06-15,P10,hilo,39,4.01,C190,online
2025-04-11,P4,tela,103,3.55,C198,online
2025-05-18,P11,cierres,138,24.13,C125,tienda física
2023-07-16,P6,botón,299,21.57,C133,distribuidor
2024-07-31,P10,hilo,184,15.74,C59,tienda física
2025-03-13,P4,tela,27,15.16,C46,tienda física
2025-03-16,P12,cierres,106,15.75,C23,distribuidor
2025-02-15,P6,botón,63,12.05,C148,distribuidor
2023-12-29,P14,encaje,195,11.58,C72,distribuidor
2024-02-23,P13,encaje,66,27.37,C165,online
2023-09-16,P6,botón,75,25.16,C38,distribuidor
2023-12-25,P7,botón,211,10.42,C125,tienda física
2023-09-08,P2,tela,239,5.14,C7,online
2024-05-27,P12,cierres,47,29.24,C118,online
2024-11-18,P8,hilo,81,27.65,C48,distribuidor
2024-09-10,P14,encaje,133,4.48,C36,tienda física
2024-12-20,P13,encaje,106,10.81,C117,tienda física
2023-10-04,P2,tela,83,14.38,C140,distribuidor
2023-06-16,P2,tela,208,10.74,C64,tienda física
2024-12-20,P14,encaje,39,2.55,C177,online
2023-12-14,P14,encaje,255,24.07,C153,online
2024-04-23,P5,botón,68,11.05,C97,online
2025-04-22,P9,hilo,140,22.88,C99,distribuidor
2023-06-30,P11,cierres,1,15.11,C93,tienda física
2024-03-19,P3,tela,17,15.58,C67,tienda física
2023-11-22,P7,botón,146,26.05,C177,distribuidor
2024-01-16,P13,encaje,151,14.16,C80,tienda física
2024-07-23,P2,tela,149,4.84,C10,tienda física
2024-04-10,P14,encaje,118,21.68,C143,distribuidor
2025-04-22,P4,tela,91,29.8,C54,tienda física
2024-08-26,P1,tela,78,24.97,C36,online
2023-11-27,P10,hilo,180,23.94,C181,online
2023-12-09,P14,encaje,114,9.09,C27,distribuidor
2025-02-28,P9,hilo,235,18.48,C65,distribuidor
2024-07-10,P14,encaje,195,2.07,C50,tienda física
2023-07-17,P4,tela,88,20.58,C184,distribuidor
2024-11-13,P6,botón,1,24.43,C143,distribuidor
2025-04-23,P11,cierres,269,25.27,C65,online
2024-01-19,P5,botón,147,21.7,C134,tienda física
2023-10-22,P11,cierres,269,18.78,C80,tienda física
2023-11-29,P2,tela,194,15.61,C114,online
2025-05-01,P12,cierres,263,7.24,C195,distribuidor
2024-02-23,P14,encaje,182,17.95,C191,distribuidor
2024-07-08,P2,tela,128,20.05,C190,tienda física
2024-07-08,P13,encaje,236,8.46,C120,tienda física
2024-04-06,P7,botón,195,28.88,C10,distribuidor
2024-10-09,P12,cierres,165,18.76,C57,tienda física
2023-12-28,P10,hilo,295,8.73,C32,online
2024-11-28,P10,hilo,58,4.73,C179,distribuidor
2024-03-26,P13,encaje,63,8.49,C169,online
2024-06-05,P2,tela,58,17.98,C155,distribuidor
2023-12-17,P3,tela,64,14.16,C171,distribuidor
2025-01-09,P2,tela,152,22.93,C58,tienda física
2024-07-01,P4,tela,126,11.75,C87,tienda física
2025-05-11,P11,cierres,57,16.25,C184,distribuidor
2023-08-30,P1,tela,119,12.35,C32,distribuidor
2025-01-21,P7,botón,103,0.35,C144,online
2025-03-27,P10,hilo,95,12.14,C199,distribuidor
2025-05-17,P1,tela,36,1.98,C171,tienda física
2024-01-05,P12,cierres,226,27.86,C100,online
2024-09-27,P13,encaje,267,27.53,C74,online
2024-04-25,P8,hilo,60,21.79,C91,tienda física
2024-05-06,P8,hilo,43,24.21,C120,distribuidor
2023-09-25,P6,botón,126,1.21,C72,online
2024-07-09,P2,tela,158,7.99,C149,tienda física
2024-08-28,P2,tela,20,2.08,C156,distribuidor
2024-01-25,P1,tela,27,6.47,C134,tienda física
2024-05-31,P4,tela,253,20.52,C58,tienda física
2023-09-27,P14,encaje,30,10.42,C81,tienda física
2024-06-04,P12,cierres,240,17.83,C99,distribuidor
2024-05-03,P3,tela,167,18.76,C17,online
2024-11-07,P11,cierres,107,11.65,C128,distribuidor
2024-12-08,P1,tela,11,12.97,C135,online
2024-05-23,P14,encaje,131,12.76,C30,distribuidor
2025-05-16,P6,botón,138,23.16,C11,distribuidor
2023-08-27,P4,tela,298,4.89,C133,online
2023-08-28,P6,botón,88,27.0,C128,online
2024-12-03,P3,tela,163,9.75,C82,distribuidor
2024-08-24,P3,tela,256,2.83,C78,online
2025-04-28,P3,tela,138,25.31,C96,online
2024-06-24,P12,cierres,171,27.04,C86,distribuidor
2023-08-06,P5,botón,157,10.17,C38,online
2024-11-05,P3,tela,83,26.51,C50,online
2023-06-17,P5,botón,44,9.98,C148,distribuidor
2023-08-15,P4,tela,117,24.11,C124,tienda física
2023-10-22,P11,cierres,128,28.54,C114,tienda física
2024-04-03,P13,encaje,172,11.37,C43,online
2023-12-27,P4,tela,145,15.38,C177,online
2025-01-19,P9,hilo,94,1.31,C170,online
2023-09-09,P9,hilo,41,8.42,C6,tienda física
2024-06-10,P1,tela,223,15.25,C13,tienda física
2024-03-14,P6,botón,73,10.49,C66,distribuidor
2024-10-23,P2,tela,32,24.87,C2,distribuidor
2024-12-29,P7,botón,297,19.49,C136,tienda física
2024-05-14,P6,botón,299,17.13,C6,online
2023-12-22,P7,botón,227,5.95,C51,online
2023-11-12,P11,cierres,121,12.31,C81,online
2024-05-16,P11,cierres,137,29.36,C161,distribuidor
2024-04-01,P9,hilo,258,10.74,C162,tienda física
2023-09-11,P2,tela,244,10.73,C108,distribuidor
2025-02-08,P2,tela,143,16.7,C112,distribuidor
2024-09-23,P1,tela,76,13.93,C1,distribuidor
2024-08-19,P4,tela,131,13.49,C107,online
2024-10-25,P13,encaje,99,17.22,C130,online
2024-08-15,P6,botón,1,20.19,C42,online
2023-10-12,P7,botón,71,10.97,C131,tienda física
2024-01-01,P3,tela,214,14.33,C33,online
2025-01-20,P2,tela,235,24.9,C182,online
2025-01-10,P12,cierres,18,26.72,C174,tienda física
2024-08-21,P7,botón,66,11.11,C193,online
2024-01-22,P9,hilo,226,1.58,C18,distribuidor
2024-04-30,P14,encaje,130,25.49,C132,tienda física
2024-09-04,P6,botón,87,22.67,C142,online
2024-02-20,P2,tela,227,22.49,C68,distribuidor
2024-12-24,P5,botón,155,8.29,C139,tienda física
2024-09-15,P9,hilo,231,0.64,C151,online
2024-02-27,P4,tela,177,5.88,C26,online
2025-01-11,P13,encaje,193,21.04,C3,online
2023-11-06,P11,cierres,128,19.02,C131,online
2025-01-03,P5,botón,222,19.52,C11,online
2024-04-16,P2,tela,137,1.79,C37,tienda física
2024-04-08,P12,cierres,229,5.78,C149,tienda física
2023-08-20,P11,cierres,18,26.79,C19,tienda física
2023-12-22,P7,botón,127,23.89,C61,online
2024-06-20,P13,encaje,99,20.32,C41,online
2024-08-14,P12,cierres,299,1.95,C27,tienda física
2024-08-22,P11,cierres,15,24.19,C189,tienda física
2024-04-13,P2,tela,89,13.78,C154,distribuidor
2024-11-10,P1,tela,269,5.52,C28,distribuidor
2025-05-31,P11,cierres,85,25.48,C61,tienda física
2024-09-22,P10,hilo,127,2.04,C91,online
2024-09-09,P6,botón,147,21.21,C112,tienda física
2025-03-27,P6,botón,115,24.46,C13,distribuidor
2024-09-09,P6,botón,196,7.1,C19,distribuidor
2024-07-13,P13,encaje,112,15.01,C23,tienda física
2024-08-23,P10,hilo,43,4.01,C118,tienda física
2025-04-07,P5,botón,59,28.7,C70,distribuidor
2024-04-13,P1,tela,169,22.81,C117,distribuidor
2025-01-14,P12,cierres,262,24.52,C158,tienda física
2025-01-07,P3,tela,296,17.48,C119,distribuidor
2025-04-16,P5,botón,124,21.81,C6,online
2023-10-04,P10,hilo,112,17.52,C152,online
2024-06-19,P3,tela,234,13.2,C50,online
2024-08-18,P8,hilo,29,29.02,C191,online
2025-02-07,P2,tela,76,17.35,C145,online
2024-04-01,P4,tela,297,26.57,C169,tienda física
2024-06-18,P8,hilo,65,22.93,C63,tienda física
2024-02-10,P4,tela,262,7.26,C36,online
2025-02-18,P8,hilo,172,8.25,C19,tienda física
2025-01-27,P1,tela,56,5.33,C132,online
2023-06-28,P14,encaje,293,1.07,C80,distribuidor
2024-11-09,P12,cierres,77,10.31,C83,distribuidor
2024-07-27,P6,botón,179,16.5,C16,tienda física
2023-10-20,P5,botón,122,13.95,C189,tienda física
2024-01-25,P2,tela,73,13.26,C97,tienda física
2023-12-16,P9,hilo,48,10.18,C108,online
2023-11-30,P9,hilo,132,6.91,C90,tienda física
2024-07-27,P7,botón,222,29.72,C132,distribuidor
2023-12-14,P12,cierres,171,17.7,C199,tienda física
2024-08-07,P8,hilo,177,9.5,C99,distribuidor
2023-09-29,P5,botón,33,11.97,C77,distribuidor
2024-06-04,P13,encaje,29,9.07,C68,online
2023-11-27,P7,botón,164,10.29,C142,distribuidor
2023-09-23,P10,hilo,239,16.46,C91,tienda física
2024-08-01,P4,tela,196,17.36,C174,tienda física
2025-03-23,P12,cierres,229,14.57,C184,tienda física
2023-07-15,P6,botón,40,20.38,C142,distribuidor
2025-04-21,P12,cierres,275,21.29,C61,distribuidor
2023-07-16,P6,botón,214,27.33,C92,online
2025-04-20,P2,tela,279,14.26,C127,distribuidor
2023-11-15,P1,tela,146,11.52,C89,distribuidor
2024-06-13,P9,hilo,147,19.39,C66,distribuidor
2023-12-12,P1,tela,233,21.52,C74,tienda física
2025-01-16,P3,tela,65,12.37,C182,tienda física
2023-09-02,P13,encaje,41,26.3,C96,tienda física
2024-02-16,P5,botón,184,26.6,C190,tienda física
2025-04-27,P12,cierres,61,0.45,C80,online
2024-07-01,P10,hilo,41,2.43,C6,online
2023-08-15,P9,hilo,228,8.01,C149,tienda física
2023-10-11,P4,tela,3,3.69,C12,distribuidor
2024-10-27,P13,encaje,113,11.3,C184,tienda física
2024-12-31,P6,botón,35,10.49,C200,distribuidor
2024-02-01,P5,botón,20,0.41,C94,distribuidor
2025-04-20,P11,cierres,122,9.13,C109,online
2024-10-14,P13,encaje,69,15.82,C107,tienda física
2023-12-15,P13,encaje,50,20.43,C162,online
2025-01-22,P2,tela,128,4.35,C11,tienda física
2025-03-12,P6,botón,14,23.1,C16,distribuidor
2024-09-17,P12,cierres,185,12.49,C140,online
2023-10-03,P14,encaje,32,5.13,C24,distribuidor
2024-11-04,P9,hilo,122,0.85,C161,online
2024-03-14,P14,encaje,277,15.28,C143,distribuidor
2024-07-22,P2,tela,56,3.38,C25,tienda física
2024-10-08,P14,encaje,268,11.46,C166,online
2024-07-26,P13,encaje,242,18.96,C170,tienda física
2023-07-16,P13,encaje,205,20.28,C122,online
2024-03-23,P5,botón,181,4.79,C84,distribuidor
2024-06-19,P14,encaje,45,9.49,C181,online
2025-04-02,P7,botón,150,26.89,C144,online
2024-09-06,P3,tela,126,16.7,C27,tienda física
2023-12-29,P11,cierres,247,8.97,C29,distribuidor
2024-02-20,P11,cierres,156,22.84,C26,online
2024-08-11,P9,hilo,183,13.0,C172,tienda física
2023-09-08,P8,hilo,211,9.03,C57,distribuidor
2024-03-08,P3,tela,143,26.39,C55,distribuidor
2023-11-05,P1,tela,271,0.26,C37,online
2024-01-05,P3,tela,163,12.45,C163,distribuidor
2025-01-18,P9,hilo,78,25.17,C150,online
2024-04-12,P3,tela,189,16.85,C150,tienda física
2025-02-08,P10,hilo,42,1.62,C9,online
2023-10-01,P1,tela,289,28.44,C180,distribuidor
2025-01-03,P3,tela,30,29.05,C141,tienda física
2024-01-13,P12,cierres,144,8.13,C51,online
2023-10-27,P5,botón,254,25.93,C44,tienda física
2024-01-03,P8,hilo,248,23.97,C154,online
2024-11-12,P7,botón,64,19.67,C84,tienda física
2023-06-18,P11,cierres,218,20.48,C91,distribuidor
2024-10-18,P1,tela,142,24.24,C27,distribuidor
2025-04-14,P12,cierres,230,1.76,C41,distribuidor
2024-02-22,P7,botón,92,2.82,C27,tienda física
2025-04-09,P4,tela,233,5.8,C24,online
2024-04-29,P13,encaje,274,27.84,C189,tienda física
2025-01-06,P6,botón,91,21.61,C34,online
2024-06-29,P6,botón,224,28.87,C129,tienda física
2024-06-20,P7,botón,40,26.16,C47,tienda física
2024-06-22,P2,tela,166,0.82,C28,online
2025-02-11,P1,tela,231,26.96,C36,online
2023-12-26,P5,botón,131,8.52,C87,tienda física
2023-09-06,P4,tela,278,16.77,C181,online
2024-02-16,P8,hilo,99,13.79,C192,tienda física
2023-09-13,P7,botón,63,17.61,C72,online
2024-05-30,P2,tela,19,9.49,C22,tienda física
2024-07-14,P7,botón,296,25.88,C55,distribuidor
2024-12-05,P8,hilo,272,16.82,C12,online
2023-06-25,P2,tela,238,22.44,C16,distribuidor
2023-09-21,P14,encaje,88,22.27,C62,distribuidor
2024-09-27,P3,tela,90,7.59,C151,distribuidor
2023-09-25,P2,tela,148,15.46,C143,distribuidor
2023-12-11,P5,botón,50,13.4,C184,distribuidor
2025-03-29,P7,botón,18,19.12,C142,online
2024-11-08,P7,botón,101,15.0,C95,tienda física
2024-07-24,P8,hilo,34,8.05,C200,distribuidor
2023-08-08,P10,hilo,260,6.2,C119,distribuidor
2024-07-03,P9,hilo,119,28.28,C193,online
2024-05-25,P1,tela,41,15.23,C131,distribuidor
2024-04-07,P4,tela,96,12.76,C71,distribuidor
2023-09-28,P4,tela,22,6.3,C28,distribuidor
2024-04-17,P9,hilo,76,25.61,C133,tienda física
2024-03-25,P10,hilo,11,16.89,C22,online
2023-08-25,P13,encaje,38,20.41,C49,distribuidor
2025-03-13,P2,tela,297,20.81,C49,tienda física
2024-02-13,P5,botón,28,12.01,C33,tienda física
2024-07-23,P13,encaje,44,18.98,C75,distribuidor
2025-01-22,P13,encaje,28,4.42,C90,distribuidor
2024-10-28,P2,tela,179,24.56,C97,distribuidor
2024-05-11,P10,hilo,123,5.42,C97,tienda física
2025-04-26,P10,hilo,89,24.02,C55,distribuidor
2023-10-31,P12,cierres,166,27.59,C42,distribuidor
2023-12-04,P10,hilo,29,4.18,C128,online
2025-01-21,P9,hilo,230,26.26,C59,tienda física
2024-02-23,P11,cierres,27,9.29,C99,tienda física
2023-10-14,P5,botón,159,10.19,C56,tienda física
2023-07-13,P13,encaje,100,6.52,C23,online
2024-06-12,P8,hilo,121,26.16,C83,distribuidor
2024-05-26,P11,cierres,14,15.69,C9,tienda física
2024-07-01,P11,cierres,194,25.24,C33,online
2024-09-12,P4,tela,273,13.43,C97,distribuidor
2024-12-14,P1,tela,290,5.62,C110,online
2024-07-23,P9,hilo,208,9.2,C85,tienda física
2024-02-15,P3,tela,182,22.15,C93,distribuidor
2024-12-05,P11,cierres,24,5.31,C75,tienda física
2025-04-16,P4,tela,197,17.2,C49,tienda física
2024-02-20,P13,encaje,118,7.6,C9,distribuidor
2025-02-03,P2,tela,248,14.3,C55,tienda física
2024-12-01,P11,cierres,105,7.04,C183,distribuidor
2024-11-23,P10,hilo,27,22.93,C52,distribuidor
2025-04-25,P6,botón,295,17.93,C94,distribuidor
2024-10-04,P9,hilo,252,1.55,C18,distribuidor
2023-06-20,P8,hilo,58,3.03,C127,tienda física
2024-05-28,P1,tela,284,7.44,C57,online
2025-04-22,P7,botón,290,22.75,C109,tienda física
2024-06-27,P8,hilo,257,19.96,C15,distribuidor
2024-05-14,P5,botón,214,2.06,C160,online
2024-12-12,P13,encaje,98,15.6,C181,distribuidor
2024-08-28,P14,encaje,195,19.97,C102,tienda física
2023-10-02,P11,cierres,174,2.42,C180,online
2024-06-04,P1,tela,26,12.46,C12,tienda física
2024-12-21,P9,hilo,215,28.9,C181,online
2024-09-29,P2,tela,61,29.23,C126,distribuidor
2023-12-24,P2,tela,53,9.08,C163,tienda física
2024-11-09,P5,botón,167,27.73,C156,online
2024-01-27,P9,hilo,262,27.23,C1,online
2025-05-07,P10,hilo,250,21.83,C144,tienda física
2023-12-31,P13,encaje,230,2.74,C80,distribuidor
2024-08-07,P4,tela,209,6.82,C36,distribuidor
2025-03-22,P11,cierres,264,2.55,C2,online
2024-05-12,P14,encaje,24,13.73,C108,distribuidor
2024-12-01,P8,hilo,219,17.13,C104,tienda física
2023-08-11,P5,botón,174,3.52,C196,distribuidor
2024-11-16,P14,encaje,187,18.34,C52,online
2023-08-13,P8,hilo,156,16.64,C167,distribuidor
2024-02-28,P3,tela,186,7.68,C194,distribuidor
2024-07-14,P7,botón,226,17.47,C192,online
2023-12-15,P12,cierres,107,9.74,C125,tienda física
2023-08-31,P12,cierres,79,17.4,C195,online
2024-06-25,P2,tela,8,22.75,C10,tienda física
2025-02-23,P2,tela,31,10.74,C169,distribuidor
2023-10-30,P7,botón,291,2.41,C157,online
2024-11-15,P12,cierres,285,15.28,C91,tienda física
2024-02-01,P11,cierres,139,13.1,C56,distribuidor
2023-07-13,P13,encaje,288,18.52,C111,online
2025-03-04,P9,hilo,52,16.04,C196,online
2025-02-20,P4,tela,284,7.33,C58,distribuidor
2024-12-02,P8,hilo,125,25.33,C193,online
2024-08-21,P2,tela,25,10.45,C179,distribuidor
2025-03-05,P13,encaje,51,8.17,C125,online
2023-08-30,P9,hilo,300,1.6,C42,online
2023-09-06,P7,botón,238,26.74,C91,tienda física
2024-08-03,P3,tela,151,20.57,C176,online
2025-03-02,P6,botón,251,25.62,C26,online
2025-05-22,P2,tela,230,5.94,C16,tienda física
2024-04-22,P11,cierres,123,9.83,C6,tienda física
2025-02-11,P5,botón,290,23.02,C174,tienda física
2023-09-16,P13,encaje,163,0.65,C94,distribuidor
2024-08-18,P11,cierres,238,4.46,C194,tienda física
2025-05-21,P5,botón,94,25.13,C12,distribuidor
2024-02-02,P10,hilo,146,9.35,C57,distribuidor
2024-06-10,P2,tela,164,10.4,C159,online
2024-11-09,P10,hilo,104,24.11,C134,distribuidor
2024-11-16,P6,botón,237,6.22,C45,distribuidor
2023-12-08,P14,encaje,40,17.41,C147,online
2024-11-28,P7,botón,164,13.77,C62,online
2024-08-23,P14,encaje,225,20.92,C43,distribuidor
2025-02-15,P12,cierres,260,10.88,C77,distribuidor
2024-09-03,P2,tela,291,18.15,C119,tienda física
2024-02-10,P2,tela,299,18.0,C191,online
2023-06-18,P10,hilo,291,13.53,C61,distribuidor
2024-01-18,P1,tela,159,13.03,C194,online
2024-03-19,P10,hilo,241,13.98,C142,tienda física
2024-08-08,P13,encaje,129,3.2,C53,tienda física
2025-02-20,P10,hilo,211,22.34,C39,online
2024-07-19,P4,tela,224,17.36,C21,distribuidor
2023-10-18,P14,encaje,156,10.71,C194,online
2023-09-03,P8,hilo,49,11.54,C15,online
2023-12-20,P14,encaje,180,0.29,C35,online
2024-11-27,P2,tela,128,16.18,C35,tienda física
2023-08-12,P6,botón,135,11.57,C183,online
2023-07-05,P6,botón,299,4.64,C95,distribuidor
2024-11-26,P9,hilo,103,2.02,C63,online
2025-01-30,P14,encaje,12,8.09,C192,online
2025-05-12,P10,hilo,188,13.39,C62,tienda física
2025-04-13,P10,hilo,151,23.32,C101,tienda física
2023-07-09,P1,tela,188,8.87,C78,online
2024-09-26,P1,tela,295,27.67,C126,distribuidor
2023-10-20,P3,tela,241,6.7,C146,tienda física
2023-12-05,P11,cierres,250,27.55,C51,online
2024-10-14,P10,hilo,122,1.64,C22,distribuidor
2023-07-07,P13,encaje,223,20.53,C79,distribuidor
2024-09-25,P11,cierres,246,28.33,C63,online
2023-08-21,P3,tela,278,5.98,C88,online
2023-09-23,P5,botón,114,22.02,C176,tienda física
2024-08-10,P12,cierres,245,1.07,C63,online
2025-05-27,P14,encaje,293,18.82,C145,distribuidor
2024-07-23,P14,encaje,133,3.57,C38,distribuidor
2023-07-05,P4,tela,22,4.21,C113,tienda física
2024-11-19,P6,botón,110,22.85,C107,online
2024-09-17,P13,encaje,105,2.5,C103,online
2023-10-30,P5,botón,116,23.92,C68,tienda física
2024-12-27,P5,botón,230,17.38,C199,distribuidor
2025-01-10,P3,tela,161,28.3,C118,distribuidor
2023-07-14,P8,hilo,130,13.88,C26,distribuidor
2025-05-21,P10,hilo,67,11.43,C21,tienda física
2023-07-09,P12,cierres,57,24.79,C112,online
2024-08-17,P14,encaje,111,25.6,C93,online
2023-09-30,P11,cierres,218,18.56,C33,distribuidor
2024-12-29,P1,tela,161,8.9,C113,online
2024-05-03,P8,hilo,127,5.77,C148,distribuidor
2024-11-24,P1,tela,297,18.03,C18,distribuidor
2025-02-06,P6,botón,4,26.38,C197,online
2024-12-19,P8,hilo,288,2.79,C200,online
2024-03-11,P8,hilo,230,15.33,C37,distribuidor
2023-08-08,P2,tela,140,23.71,C103,distribuidor
2023-10-31,P1,tela,265,12.77,C172,online
2024-11-10,P10,hilo,168,10.09,C165,tienda física
2024-09-13,P11,cierres,264,3.13,C94,tienda física
2024-12-19,P9,hilo,239,14.76,C2,online
2024-10-02,P13,encaje,196,9.79,C182,online
2025-03-18,P5,botón,56,2.05,C46,distribuidor
2023-07-01,P3,tela,27,7.51,C164,tienda física
2023-09-06,P10,hilo,185,17.84,C49,distribuidor
2024-07-15,P7,botón,176,2.4,C145,distribuidor
2023-12-13,P1,tela,148,2.43,C177,tienda física
2023-11-10,P9,hilo,152,26.03,C9,distribuidor
2025-03-12,P13,encaje,208,21.2,C152,distribuidor
2025-01-08,P10,hilo,43,23.21,C156,distribuidor
2024-10-31,P8,hilo,225,6.39,C175,distribuidor
2023-11-02,P7,botón,171,25.93,C105,tienda física
2024-11-23,P12,cierres,65,0.4,C129,tienda física
2024-08-10,P14,encaje,106,20.1,C80,online
2023-08-21,P7,botón,5,1.39,C166,online
2025-01-26,P8,hilo,211,29.81,C27,distribuidor
2025-04-09,P13,encaje,4,19.88,C169,tienda física
2023-06-25,P9,hilo,160,0.78,C76,distribuidor
2025-05-21,P12,cierres,287,26.24,C115,tienda física
2024-05-09,P12,cierres,291,21.74,C190,tienda física
2023-09-09,P11,cierres,229,29.75,C199,tienda física
2023-11-18,P4,tela,135,27.96,C18,online
2024-11-29,P1,tela,244,12.05,C8,tienda física
2024-12-01,P4,tela,66,27.38,C80,online
2024-12-10,P2,tela,245,27.79,C183,tienda física
2023-07-26,P12,cierres,290,22.48,C47,tienda física
2025-03-07,P11,cierres,33,6.72,C182,tienda física
2023-12-17,P2,tela,298,23.47,C98,tienda física
2023-09-04,P12,cierres,219,21.17,C186,tienda física
2023-08-31,P1,tela,195,26.31,C50,distribuidor
2024-11-14,P6,botón,291,5.93,C104,online
2023-12-19,P1,tela,56,9.59,C52,tienda física
2024-02-09,P1,tela,243,29.34,C70,tienda física
2025-02-01,P2,tela,202,13.51,C8,distribuidor
2023-11-23,P2,tela,95,16.69,C93,distribuidor
2023-08-02,P5,botón,159,28.52,C132,online
2024-01-19,P9,hilo,286,2.41,C73,online
2024-08-23,P14,encaje,282,24.01,C55,tienda física
2024-06-24,P3,tela,85,16.37,C36,online
2025-05-12,P10,hilo,70,13.47,C104,online
2024-06-29,P6,botón,105,27.46,C39,distribuidor
2024-02-10,P2,tela,299,12.62,C49,tienda física
2023-12-31,P5,botón,22,24.9,C194,distribuidor
2024-04-21,P6,botón,68,12.94,C54,tienda física
2024-04-28,P14,encaje,251,26.93,C41,distribuidor
2025-04-12,P12,cierres,299,26.13,C145,distribuidor
2023-07-17,P9,hilo,16,10.41,C9,distribuidor
2023-10-29,P1,tela,4,22.8,C80,online
2024-05-05,P10,hilo,101,4.09,C55,tienda física
2023-12-24,P7,botón,25,13.58,C30,tienda física
2024-07-30,P4,tela,27,20.66,C49,tienda física
2023-10-31,P13,encaje,88,14.05,C124,distribuidor
2024-07-24,P6,botón,272,29.58,C167,distribuidor
2024-09-11,P6,botón,61,9.77,C57,online
2023-12-15,P8,hilo,87,20.33,C134,distribuidor
2025-03-20,P5,botón,95,13.57,C140,distribuidor
2024-06-20,P1,tela,187,0.45,C48,distribuidor
2025-02-15,P14,encaje,275,13.65,C176,distribuidor
2024-10-22,P5,botón,180,8.25,C163,online
2024-10-15,P5,botón,137,6.55,C139,tienda física
2025-04-14,P5,botón,298,6.28,C157,tienda física
2024-02-28,P12,cierres,270,10.71,C193,distribuidor
2025-05-28,P4,tela,121,22.22,C52,distribuidor
2025-01-19,P13,encaje,265,4.01,C143,tienda física
2024-03-03,P1,tela,300,3.79,C69,online
2024-12-08,P13,encaje,76,29.03,C158,online
2024-04-22,P10,hilo,150,8.14,C57,tienda física
2023-12-02,P8,hilo,189,6.6,C62,tienda física
2025-05-26,P3,tela,97,26.92,C144,tienda física
2025-01-24,P3,tela,154,29.33,C173,distribuidor
2024-05-29,P8,hilo,180,1.9,C147,tienda física
2024-02-20,P12,cierres,269,21.22,C13,tienda física
2024-11-06,P11,cierres,277,1.91,C29,distribuidor
2024-08-24,P2,tela,59,24.05,C77,online
2024-11-03,P4,tela,254,11.76,C151,online
2024-09-07,P3,tela,108,16.76,C17,online
2024-01-20,P8,hilo,294,18.04,C114,online
2023-06-22,P3,tela,202,12.02,C149,online
2024-09-10,P14,encaje,48,24.0,C102,tienda física
2023-09-23,P7,botón,13,27.24,C190,tienda física
2024-10-25,P7,botón,143,25.8,C66,online
2023-09-03,P4,tela,118,1.53,C120,tienda física
2024-02-03,P2,tela,63,24.43,C149,tienda física
2024-04-05,P10,hilo,108,5.77,C67,online
2025-03-23,P2,tela,272,1.1,C77,distribuidor
2023-11-19,P8,hilo,229,8.87,C51,tienda física
2024-04-29,P8,hilo,288,8.41,C136,tienda física
2024-05-19,P2,tela,75,7.25,C180,distribuidor
2023-09-26,P1,tela,287,6.57,C88,online
2025-04-22,P5,botón,144,24.18,C53,tienda física
2024-10-29,P5,botón,50,4.55,C131,online
2023-10-20,P2,tela,231,4.93,C131,distribuidor
2024-11-23,P3,tela,240,7.84,C152,distribuidor
2024-08-04,P9,hilo,221,17.63,C81,online
2023-12-20,P4,tela,101,13.6,C125,tienda física
2023-07-20,P1,tela,194,2.06,C29,tienda física
