producto_id,costo_unitario,precio_venta_unitario,cantidad_vendida,fecha_venta
P6,12.86,18.96,494,2024-01-20
P11,18.64,28.68,201,2024-08-28
P12,2.99,12.84,141,2023-08-19
P1,2.3,16.84,65,2024-02-03
P5,5.71,18.53,178,2024-01-08
P7,13.34,18.04,31,2025-03-31
P3,9.41,12.09,440,2024-09-20
P11,5.73,11.27,480,2024-09-21
P9,17.53,18.79,299,2025-04-14
P6,15.87,29.22,267,2023-12-16
P13,12.55,26.93,253,2024-03-12
P3,5.25,7.56,357,2025-01-10
P11,18.0,21.84,391,2024-03-31
P12,7.64,14.39,204,2023-12-23
P5,1.66,10.35,380,2023-11-24
P12,10.06,17.13,94,2023-06-16
P7,5.73,19.92,426,2024-08-14
P6,0.06,10.69,236,2024-10-08
P2,9.52,20.51,36,2023-08-09
P9,14.32,18.03,405,2024-01-11
P12,16.73,17.27,106,2023-11-07
P8,16.18,18.61,329,2023-11-04
P12,7.47,22.34,364,2025-04-14
P3,6.96,12.05,176,2024-05-26
P8,2.16,11.6,46,2025-04-30
P10,6.78,10.16,420,2025-02-04
P5,18.07,20.59,463,2024-12-13
P3,19.51,31.94,426,2023-09-07
P8,5.39,13.21,216,2023-10-07
P4,4.44,12.85,466,2024-10-18
P1,14.7,26.1,88,2024-08-21
P1,3.95,10.11,403,2023-06-15
P9,18.72,29.2,24,2023-10-23
P9,3.68,17.02,463,2024-01-07
P1,13.4,23.15,34,2024-02-19
P5,9.87,24.17,366,2024-09-09
P12,4.72,14.0,114,2025-04-03
P7,4.65,8.18,262,2024-03-17
P11,4.12,17.47,338,2023-10-13
P3,9.99,16.1,472,2023-11-08
P2,17.07,26.97,329,2024-05-18
P9,2.27,8.63,390,2024-05-31
P9,9.18,20.93,395,2024-05-29
P7,19.72,21.91,38,2024-07-21
P6,16.43,27.83,331,2024-11-05
P8,8.51,16.49,156,2025-01-26
P13,16.08,23.41,389,2023-11-13
P12,3.07,6.81,119,2024-07-26
P5,4.13,18.99,412,2024-09-02
P10,17.73,22.4,278,2024-07-15
P7,8.5,22.81,46,2024-03-09
P3,14.5,16.96,230,2024-01-20
P3,10.36,14.11,288,2024-08-18
P13,7.91,22.71,37,2023-12-27
P4,18.86,32.58,224,2023-09-25
P13,13.55,20.7,40,2024-03-30
P1,7.85,15.83,140,2025-03-09
P7,8.17,17.28,376,2023-08-30
P1,12.01,18.57,482,2023-06-22
P5,7.39,8.3,157,2023-12-07
P10,16.1,29.47,114,2023-10-09
P7,13.35,23.61,338,2024-09-18
P7,9.91,16.39,128,2024-07-23
P9,19.43,31.36,291,2024-03-13
P1,11.52,25.42,102,2023-07-08
P5,18.12,20.27,4,2025-04-28
P10,17.46,29.85,305,2024-09-09
P3,12.43,21.44,392,2024-10-08
P12,6.93,8.47,456,2025-02-13
P2,11.32,23.72,383,2024-08-24
P4,19.91,33.09,205,2025-05-21
P11,13.03,18.17,10,2023-08-15
P14,0.87,13.76,394,2025-04-13
P11,19.73,27.03,243,2023-12-02
P3,19.95,25.75,209,2024-11-18
P7,1.11,7.26,476,2024-01-25
P14,2.02,14.45,432,2024-11-05
P6,12.45,15.33,169,2023-06-18
P12,5.33,12.38,214,2025-01-27
P5,11.57,19.31,375,2024-10-19
P5,1.83,3.61,494,2024-08-21
P5,7.39,18.14,465,2025-01-09
P11,5.31,18.03,276,2024-03-16
P8,7.2,12.7,59,2023-10-23
P7,12.72,26.01,142,2024-05-18
P13,8.73,11.52,360,2025-01-06
P6,8.75,18.1,392,2025-05-23
P4,0.51,11.42,91,2023-10-27
P7,16.46,25.59,386,2024-05-03
P5,11.88,24.42,218,2024-12-16
P14,12.59,21.3,148,2024-07-04
P6,14.69,15.58,292,2024-04-10
P5,4.28,17.74,473,2024-08-14
P11,14.88,23.07,339,2024-05-26
P13,15.83,19.06,324,2025-03-17
P12,13.63,19.21,114,2024-06-01
P3,18.96,26.25,421,2023-11-05
P10,12.16,24.48,336,2024-03-11
P6,2.67,3.9,435,2024-02-10
P5,6.58,11.97,346,2025-04-13
P5,12.08,20.12,273,2024-09-25
P6,5.81,16.89,2,2023-12-13
P6,1.81,14.07,177,2024-01-09
P7,2.37,3.56,213,2024-02-03
P14,1.3,2.18,405,2025-03-06
P8,12.49,19.8,465,2023-07-19
P13,6.63,18.04,214,2023-07-09
P1,19.41,22.0,263,2023-06-22
P11,4.94,13.46,477,2023-09-11
P7,0.61,11.32,126,2024-01-20
P5,10.47,12.56,266,2024-02-03
P11,4.6,19.39,80,2024-07-10
P14,11.53,21.25,450,2023-10-15
P3,6.08,20.61,22,2023-09-30
P11,9.2,20.14,421,2023-08-23
P8,9.51,16.16,436,2023-10-14
P11,5.78,12.93,451,2024-02-11
P12,11.9,18.45,114,2024-08-14
P2,12.31,25.68,16,2024-03-24
P8,6.06,11.28,463,2023-12-14
P13,14.89,21.2,180,2024-07-28
P11,13.44,20.21,131,2023-09-01
P3,9.57,16.58,49,2023-07-26
P1,4.4,6.61,249,2025-03-11
P9,5.62,16.08,495,2024-05-20
P11,18.03,31.93,372,2024-05-30
P5,6.27,13.37,438,2023-10-03
P14,18.24,33.07,488,2024-08-12
P7,5.23,11.66,18,2024-06-06
P4,12.27,17.15,292,2025-05-05
P3,9.2,12.22,62,2024-10-05
P12,5.15,17.29,14,2025-02-25
P9,18.65,26.23,244,2025-05-11
P9,0.42,6.57,143,2023-07-05
P8,4.51,12.08,433,2023-10-16
P2,15.49,24.76,100,2025-05-28
P11,6.67,8.34,385,2024-11-04
P10,2.29,16.53,413,2024-03-18
P2,6.29,13.09,202,2025-04-29
P3,5.6,13.72,144,2024-03-27
P13,13.39,19.04,16,2025-04-10
P5,18.05,24.61,456,2025-04-06
P7,2.75,16.23,316,2024-05-30
P6,6.59,11.31,177,2024-06-28
P4,19.31,27.68,333,2024-04-11
P8,3.78,12.74,313,2024-09-17
P11,2.1,12.99,465,2024-06-07
P6,15.98,29.25,107,2023-06-15
P5,2.99,9.18,138,2024-05-24
P9,18.52,30.47,103,2024-05-04
P10,6.13,9.86,139,2024-11-10
P4,1.94,8.89,49,2023-09-03
P5,17.52,21.85,350,2024-06-06
P7,8.84,10.98,225,2024-10-11
P10,18.63,20.55,278,2023-11-29
P8,10.44,14.86,298,2024-04-07
P6,14.98,20.29,62,2024-08-01
P6,13.24,26.58,18,2025-01-23
P14,18.88,31.16,439,2024-03-13
P1,15.02,26.62,283,2025-05-06
P1,8.73,10.15,391,2023-07-18
P5,12.06,15.67,385,2023-06-21
P9,7.96,19.89,83,2025-02-19
P1,2.42,12.39,190,2025-04-20
P9,3.27,15.58,67,2023-11-14
P5,12.26,14.8,44,2025-02-09
P10,8.08,18.11,295,2023-06-20
P6,2.1,6.38,131,2025-04-02
P13,12.95,21.07,313,2024-10-09
P3,17.59,28.02,143,2025-03-26
P14,17.44,27.9,322,2023-12-24
P2,6.14,8.92,30,2024-11-02
P8,15.59,21.53,407,2023-11-19
P8,11.56,12.97,116,2023-08-03
P2,13.56,14.58,185,2024-03-31
P12,4.27,15.85,10,2023-07-11
P8,11.83,17.37,349,2024-11-04
P1,8.26,19.63,396,2024-01-25
P3,10.16,14.11,43,2025-02-25
P1,0.61,3.9,383,2024-08-17
P9,9.83,23.82,43,2024-08-14
P12,6.76,19.29,386,2024-05-13
P1,13.34,17.26,438,2024-10-19
P7,16.67,24.78,163,2025-03-01
P8,9.7,12.43,73,2024-09-04
P6,0.92,5.12,465,2024-10-05
P7,12.07,24.96,175,2024-09-09
P11,16.94,22.92,481,2023-09-25
P9,2.66,12.2,150,2024-04-25
P10,10.43,20.44,1,2024-03-30
P5,10.28,20.91,30,2023-12-29
P3,3.65,15.14,216,2024-12-13
P3,17.91,24.19,130,2024-05-31
P13,17.71,30.11,249,2023-09-23
P13,4.66,14.58,88,2023-12-27
P12,12.86,15.06,81,2025-01-05
P4,16.21,27.17,41,2023-12-02
P4,3.47,16.11,371,2025-04-20
P8,2.8,5.91,102,2024-08-11
P5,10.1,10.83,466,2024-10-20
P9,6.91,19.39,193,2024-12-20
P13,4.65,9.46,115,2024-09-22
P4,5.84,17.5,341,2025-04-08
P3,13.47,14.63,216,2023-07-24
P10,18.93,32.08,254,2025-03-19
P3,1.76,14.11,338,2024-01-13
P2,17.5,31.9,317,2025-02-19
P11,12.11,16.39,397,2024-10-07
P6,3.98,12.15,362,2024-06-16
P3,10.82,25.71,65,2024-02-21
P5,19.8,25.23,462,2024-04-29
P10,16.4,30.46,55,2024-10-22
P9,14.25,18.65,487,2023-08-22
P2,11.73,21.2,481,2023-06-15
P2,5.08,11.34,168,2024-04-17
P1,13.25,21.56,56,2024-03-07
P9,13.37,17.36,413,2024-03-25
P3,15.02,15.67,7,2025-05-04
P9,13.01,16.61,262,2025-01-04
P12,19.38,21.46,157,2024-09-05
P11,5.08,11.57,91,2024-03-29
P13,15.94,16.8,389,2025-03-21
P14,2.24,7.52,418,2023-12-28
P13,16.12,31.1,117,2024-10-27
P14,15.34,25.37,317,2023-07-27
P12,2.46,12.98,442,2024-07-28
P13,17.4,29.96,206,2024-08-20
P1,17.89,23.53,488,2024-02-16
P9,15.56,23.62,3,2024-05-25
P7,4.08,11.5,225,2025-03-07
P4,15.02,29.2,405,2024-01-16
P12,3.17,14.76,192,2025-02-14
P11,14.52,21.15,128,2024-05-29
P14,2.0,12.44,302,2024-07-10
P7,12.53,15.09,419,2024-11-25
P9,16.13,27.83,82,2024-11-24
P3,17.52,29.85,220,2024-01-26
P9,3.0,3.61,342,2025-01-29
P9,6.54,8.82,38,2024-02-19
P14,6.59,14.8,265,2024-06-29
P6,1.46,3.57,215,2023-11-24
P5,0.18,1.32,93,2024-02-12
P12,11.55,24.97,460,2023-11-05
P2,0.8,6.49,195,2024-10-29
P12,18.31,24.82,133,2025-01-14
P13,17.37,27.59,340,2024-01-03
P8,15.02,24.56,260,2024-02-23
P4,2.07,7.12,84,2024-07-07
P1,17.86,29.56,432,2025-01-29
P1,1.58,15.66,92,2023-12-02
P6,5.93,11.22,55,2024-03-11
P9,0.16,5.91,312,2024-10-03
P10,6.82,14.92,170,2024-05-05
P1,3.77,13.59,366,2024-09-29
P3,18.1,29.59,192,2024-01-12
P8,12.33,23.68,184,2024-01-31
P7,13.21,27.76,8,2024-02-14
P10,17.85,27.02,182,2024-03-05
P10,7.69,22.02,453,2024-08-17
P2,3.23,16.84,162,2024-03-26
P10,0.51,7.7,190,2024-11-16
P13,18.99,32.95,73,2024-10-29
P12,1.3,14.94,487,2023-08-19
P13,1.54,12.0,65,2024-07-16
P13,12.4,18.47,286,2023-06-16
P5,7.54,18.68,109,2024-08-04
P12,6.56,20.64,313,2024-10-04
P3,16.11,29.1,108,2024-09-22
P12,2.47,9.52,214,2025-01-12
P6,7.57,8.2,260,2024-12-21
P3,8.47,23.38,258,2025-05-10
P4,17.36,31.51,395,2024-05-29
P11,3.28,12.46,381,2025-05-22
P1,9.73,16.42,34,2024-04-22
P11,19.36,26.43,150,2024-01-31
P2,2.96,17.18,303,2025-05-25
P1,6.72,18.0,62,2024-12-18
P3,16.17,30.27,338,2024-04-27
P6,9.37,23.47,120,2024-11-20
P11,7.12,19.63,312,2025-04-21
P14,5.16,10.66,437,2025-04-23
P12,18.88,32.76,425,2024-12-23
P6,1.18,6.48,86,2024-05-02
P1,10.27,19.54,94,2024-01-02
P11,11.91,19.07,140,2023-10-13
P2,17.54,32.21,263,2023-12-08
P8,1.85,8.26,344,2024-12-06
P12,15.88,23.66,333,2024-10-06
P5,8.22,21.63,288,2023-09-09
P10,8.58,9.96,13,2024-01-20
P2,15.81,28.74,224,2025-01-07
P6,4.49,19.14,192,2023-07-21
P4,15.28,24.44,238,2024-08-03
P10,10.39,19.34,471,2024-03-30
P8,1.56,2.07,125,2025-01-07
P13,9.73,17.33,377,2024-01-20
P11,16.28,17.29,183,2024-08-11
P2,1.62,13.85,407,2025-05-05
P13,5.55,17.67,50,2025-03-17
P11,17.64,31.43,35,2024-09-22
P8,5.86,20.62,308,2024-03-21
P8,0.18,1.97,341,2023-12-17
P8,0.06,11.73,91,2023-11-12
P7,0.76,13.8,294,2024-11-01
P11,15.74,28.64,105,2025-02-21
P1,9.56,14.87,194,2025-01-15
P9,0.49,13.01,13,2023-10-24
P13,5.25,9.21,90,2024-11-09
P3,7.81,12.68,28,2024-07-08
P10,17.61,20.6,269,2025-01-08
P6,4.39,11.6,442,2023-08-15
P4,5.48,18.82,66,2024-05-21
P14,6.47,8.49,443,2024-05-21
P3,2.22,8.3,356,2024-03-07
P1,2.53,9.8,140,2025-02-05
P3,6.55,18.18,206,2024-06-18
P6,2.47,5.77,139,2023-07-16
P12,19.96,23.17,453,2023-08-22
P13,6.59,12.98,398,2025-04-10
P8,11.01,13.47,438,2024-06-08
P1,6.61,15.49,413,2024-05-13
P8,16.06,23.75,305,2023-07-09
P3,2.25,12.55,13,2024-06-05
P10,0.98,15.71,185,2024-02-20
P14,11.62,25.97,157,2023-07-07
P1,18.16,20.18,88,2024-09-05
P14,17.99,30.65,10,2024-03-16
P12,18.18,21.44,80,2023-07-10
P7,15.51,26.82,242,2023-10-05
P5,16.85,29.52,34,2023-09-21
P3,16.85,19.9,121,2025-05-24
P5,16.04,20.59,327,2024-07-22
P5,19.36,30.18,463,2025-05-02
P4,5.41,17.22,268,2025-04-04
P2,10.01,15.3,9,2024-11-20
P13,1.8,14.24,234,2023-11-09
P2,12.47,18.9,318,2025-03-15
P1,16.99,30.92,353,2025-05-15
P4,10.22,21.74,445,2023-07-12
P11,17.17,20.98,285,2025-02-04
P8,16.99,30.96,181,2024-07-22
P11,13.22,24.9,257,2024-06-07
P8,3.15,12.67,493,2023-12-02
P1,18.3,30.24,480,2023-12-17
P13,8.87,11.44,95,2023-08-25
P12,2.14,11.13,134,2024-05-20
P3,11.85,20.24,179,2024-04-01
P1,8.28,19.53,152,2025-05-06
P3,0.48,6.51,192,2023-10-27
P10,1.19,15.12,170,2024-12-21
P7,4.23,14.5,276,2024-09-11
P2,4.1,8.53,274,2023-07-24
P7,7.73,15.41,202,2024-01-28
P8,0.48,6.99,237,2023-11-13
P1,4.02,7.08,141,2024-12-24
P9,14.92,29.13,425,2024-02-12
P7,11.42,12.11,135,2023-08-25
P7,19.56,26.25,416,2024-07-18
P8,19.4,25.84,20,2024-01-06
P9,17.43,22.41,124,2023-10-03
P9,1.44,14.33,179,2024-09-07
P1,6.17,17.72,73,2024-06-23
P9,7.79,20.7,239,2023-09-02
P3,13.76,23.47,442,2023-10-11
P8,9.14,9.96,177,2024-02-27
P6,2.17,5.75,186,2023-06-28
P14,9.2,18.61,148,2025-03-06
P8,4.87,13.8,270,2024-04-22
P8,9.67,13.71,322,2024-03-29
P13,15.31,16.63,83,2024-02-19
P9,19.98,31.5,41,2024-08-24
P10,1.25,5.49,45,2024-09-17
P10,15.37,26.52,91,2023-11-11
P11,10.38,21.31,188,2024-07-28
P5,7.68,12.34,285,2024-08-12
P10,4.73,17.2,376,2023-10-24
P12,8.37,17.74,407,2024-11-14
P6,18.7,21.96,246,2024-11-30
P11,7.47,15.45,260,2024-10-30
P6,19.4,33.44,217,2025-05-14
P2,0.12,5.79,104,2024-06-20
P7,19.0,23.29,496,2025-05-08
P11,10.77,19.75,274,2023-10-15
P14,2.24,15.17,184,2024-07-06
P10,0.44,13.43,221,2024-12-17
P2,16.79,17.37,53,2024-02-01
P9,10.15,14.24,194,2024-08-01
P3,6.39,16.39,180,2023-06-17
P8,5.83,15.21,117,2024-05-31
P5,1.7,8.25,68,2024-09-26
P6,6.56,12.02,424,2023-07-30
P5,11.68,19.98,295,2024-11-16
P13,0.54,6.26,320,2025-03-14
P4,2.38,15.07,22,2024-04-12
P2,16.68,30.04,7,2023-06-20
P1,13.99,25.6,465,2025-02-25
P13,9.11,22.45,170,2024-03-28
P2,15.33,28.84,387,2025-04-30
P2,12.69,21.1,293,2024-02-17
P13,9.69,11.29,304,2025-04-19
P11,5.43,17.33,305,2023-07-15
P4,2.43,15.84,18,2024-04-03
P8,11.87,21.04,21,2024-10-02
P8,11.28,16.22,440,2025-04-04
P6,3.56,9.4,154,2025-05-30
P6,13.79,24.7,1,2024-12-28
P10,19.15,19.68,159,2023-10-08
P2,16.91,22.73,287,2024-11-25
P5,10.78,22.53,97,2024-02-13
P5,6.9,11.07,262,2023-11-12
P9,7.3,15.28,186,2023-08-26
P4,5.31,15.91,381,2024-07-13
P12,16.61,24.4,82,2024-09-25
P7,15.57,21.83,450,2024-01-26
P4,8.04,13.71,459,2023-07-27
P11,6.0,8.26,379,2024-11-12
P5,16.67,23.54,384,2025-03-31
P6,18.47,31.58,123,2024-07-04
P4,17.81,31.22,461,2024-10-01
P13,9.4,12.64,300,2024-11-08
P1,11.4,14.44,56,2023-08-27
P5,9.07,14.35,352,2024-06-27
P2,10.82,12.62,12,2025-03-24
P8,8.55,22.98,472,2024-05-05
P9,17.96,29.1,321,2025-01-19
P5,6.14,20.96,378,2023-06-27
P4,8.27,16.5,281,2023-12-04
P12,15.39,29.44,111,2023-06-24
P10,11.04,18.35,491,2024-04-01
P6,6.59,7.66,310,2023-07-14
P1,7.09,15.15,336,2025-05-03
P13,15.67,18.42,74,2025-02-20
P8,6.75,20.89,165,2024-03-03
P2,18.91,27.41,250,2025-05-06
P1,15.15,25.19,245,2025-03-09
P13,11.69,20.01,56,2024-12-28
P4,13.37,18.38,236,2024-08-22
P10,16.46,28.63,206,2024-03-26
P6,12.73,21.4,71,2023-10-27
P1,10.65,18.76,126,2024-02-10
P7,17.41,18.82,371,2023-08-19
P11,0.31,13.66,488,2023-12-11
P2,14.13,22.7,289,2024-04-28
P3,18.52,22.22,490,2025-05-08
P9,2.53,9.32,436,2023-06-23
P10,7.18,16.2,263,2023-10-28
P4,17.99,20.8,169,2024-06-20
P1,14.34,17.64,3,2025-03-03
P6,11.13,23.64,174,2023-10-18
P2,9.92,12.15,362,2025-02-18
P2,8.02,9.65,52,2024-03-02
P7,7.63,12.58,297,2024-12-07
P9,3.75,6.43,165,2025-03-06
P13,1.92,16.6,371,2024-09-21
P3,15.82,21.87,300,2024-01-09
P7,10.74,18.28,328,2023-12-12
P2,8.19,18.55,146,2023-06-18
P1,6.37,13.31,192,2023-09-28
P5,5.94,11.77,132,2024-12-09
P4,12.07,23.91,337,2023-06-28
P10,0.16,10.0,234,2024-05-24
P13,2.13,2.8,310,2023-11-09
P11,9.59,19.77,374,2023-10-16
P3,11.15,20.76,461,2023-10-11
P5,6.03,14.25,162,2023-08-15
P1,12.35,25.95,339,2023-07-21
P10,12.2,24.06,171,2024-08-26
P4,8.59,13.81,267,2023-08-29
P3,16.24,24.15,473,2024-08-29
P11,9.28,16.49,168,2023-11-24
P8,13.52,21.94,126,2023-10-08
P9,16.73,21.72,236,2024-09-21
P1,14.84,20.64,61,2023-08-07
P4,13.21,18.13,91,2023-10-02
P7,6.94,19.43,67,2024-11-11
P14,11.25,20.79,76,2024-05-03
P2,7.19,10.97,445,2025-02-26
P9,9.43,23.82,219,2024-12-24
P8,6.6,8.71,242,2023-06-23
P1,18.87,28.02,104,2024-08-16
P12,15.58,20.12,315,2023-07-05
P3,8.89,15.27,62,2024-10-17
P12,14.65,21.13,295,2024-08-14
P11,2.96,6.78,107,2023-09-30
P2,0.33,7.48,391,2024-10-22
P14,5.9,15.26,298,2024-11-01
P10,3.6,7.73,36,2023-08-25
P6,9.09,18.48,48,2023-10-02
P13,4.52,14.13,201,2023-08-20
P7,15.09,16.28,62,2025-02-15
P6,19.19,22.05,127,2025-02-05
P12,12.2,24.67,454,2025-04-14
P9,7.23,10.2,225,2025-03-23
P7,12.99,18.75,165,2024-04-11
P6,9.02,13.29,425,2023-07-16
P11,5.34,11.29,414,2023-10-24
P2,12.46,13.22,275,2024-02-23
P3,9.22,13.03,464,2024-08-13
P10,13.46,17.79,244,2024-03-01
P13,2.3,16.5,151,2025-04-26
P1,6.13,9.18,68,2024-09-25
P13,19.88,28.55,417,2025-03-23
P3,19.52,31.65,36,2023-06-17
P1,14.95,24.77,349,2025-02-12
P6,19.01,28.47,468,2023-08-09
P1,3.61,8.62,259,2023-09-02
P11,2.56,5.56,357,2024-08-13
P12,5.1,6.43,235,2024-10-07
P12,10.1,23.41,58,2024-01-18
P14,15.53,17.08,136,2025-04-07
P3,4.89,13.64,305,2024-11-23
P4,13.73,19.01,420,2023-10-06
P7,12.29,16.66,277,2025-04-25
P5,9.65,23.53,118,2023-07-16
P4,13.44,18.96,138,2023-12-10
P6,10.39,16.91,76,2024-12-15
P2,4.7,8.87,220,2024-02-20
P7,6.93,16.48,247,2024-11-15
P1,17.7,28.4,186,2025-02-21
P3,3.24,4.38,350,2025-01-24
P1,11.71,21.82,384,2023-11-30
P7,10.26,18.03,416,2025-01-25
P4,12.37,14.96,312,2023-08-03
P2,17.75,29.65,349,2024-01-18
P6,12.85,21.29,407,2025-02-14
P13,15.2,21.91,454,2024-11-21
P10,2.74,14.32,331,2023-09-29
P14,10.21,14.51,271,2025-05-04
P4,15.08,23.13,126,2025-05-11
P7,12.66,24.41,81,2023-11-22
P10,8.54,19.1,395,2025-04-26
P13,10.76,16.17,447,2024-02-24
P13,13.43,24.47,10,2024-12-03
P6,19.42,31.67,95,2024-09-02
P14,2.78,9.09,116,2023-09-16
P5,3.16,11.99,286,2024-07-30
P13,18.98,30.57,166,2025-01-19
P1,11.44,18.65,83,2023-12-19
P11,15.2,24.56,488,2025-01-18
P1,13.24,15.07,228,2024-10-27
P4,8.52,15.3,84,2024-09-17
P12,11.32,23.26,333,2025-02-15
P14,14.09,20.37,365,2024-08-07
P14,1.12,13.68,63,2024-04-30
P2,18.51,23.83,279,2023-07-04
P10,2.93,8.82,133,2025-05-29
P1,5.51,18.87,226,2024-01-14
P7,17.09,25.35,105,2024-07-09
P13,4.52,7.27,37,2023-10-05
P5,4.36,6.44,314,2023-10-08
P13,1.35,12.06,236,2024-05-04
P14,4.02,8.09,99,2024-03-12
P3,6.03,11.73,45,2023-11-24
P5,15.77,24.26,416,2025-05-26
P2,3.55,10.89,225,2024-05-05
P5,2.58,4.73,265,2024-12-02
P8,1.79,6.66,31,2023-12-19
P8,2.36,13.09,74,2023-07-05
P6,6.98,15.54,223,2024-01-31
P7,2.98,14.97,464,2023-08-14
P5,18.73,32.51,58,2024-10-19
P10,14.59,16.52,152,2025-02-21
P6,10.1,24.52,341,2024-09-19
P13,9.71,20.12,214,2024-09-07
P4,3.11,17.99,128,2025-05-27
P2,13.95,25.65,470,2023-07-28
P9,17.85,32.25,402,2025-05-23
P11,1.77,9.64,489,2025-04-16
P14,17.19,27.5,19,2023-08-05
P9,12.66,22.99,72,2025-04-27
P10,7.9,19.54,39,2024-01-17
P1,9.7,14.65,455,2024-05-26
P13,8.83,15.52,306,2023-07-10
P6,16.52,29.3,205,2024-08-26
P5,9.02,20.78,219,2023-12-25
P1,6.39,13.27,342,2023-08-08
P13,15.59,20.9,276,2023-10-20
P8,2.4,6.25,457,2023-11-02
P5,18.97,23.58,20,2025-03-10
P1,10.21,17.93,241,2025-04-14
P5,12.91,20.36,281,2024-08-30
P5,9.7,22.95,156,2024-12-09
P7,19.46,32.78,119,2025-01-19
P11,1.99,4.84,486,2025-03-29
P8,0.18,3.73,253,2023-11-16
P1,19.37,32.55,271,2025-01-30
P1,6.79,16.13,268,2023-06-28
P8,10.71,24.11,315,2024-12-11
P9,10.23,13.31,476,2023-12-04
P2,7.5,9.61,484,2024-10-08
P13,12.05,25.85,45,2023-09-21
P12,10.83,25.71,476,2025-01-07
P5,4.24,14.9,207,2024-04-17
P11,15.36,18.0,294,2023-06-17
P8,12.31,23.65,250,2025-04-02
P5,10.2,12.65,318,2025-05-10
P4,11.7,17.39,202,2024-10-03
P7,4.71,16.88,173,2024-03-03
P7,15.22,29.17,37,2025-03-25
P9,14.56,28.23,500,2024-10-15
P12,9.63,16.5,121,2025-03-02
P9,8.39,10.22,471,2024-05-08
P7,2.06,5.03,489,2023-12-24
P3,4.34,7.01,364,2025-01-04
P5,14.75,21.84,169,2025-02-08
P2,4.84,9.15,170,2024-12-15
P9,16.88,30.43,379,2024-08-15
P3,4.27,13.89,36,2025-03-06
P13,14.72,28.81,111,2024-08-24
P2,14.66,22.87,133,2025-04-21
P9,14.34,26.98,393,2024-02-09
P13,10.92,24.89,86,2023-10-12
P8,14.59,25.31,294,2025-05-27
P9,12.26,21.93,383,2025-04-16
P13,19.56,27.73,176,2024-06-06
P13,10.04,23.51,18,2024-03-23
P9,9.48,13.62,284,2025-04-29
P8,17.52,20.31,265,2023-09-12
P11,11.93,14.82,230,2024-07-28
P4,6.85,11.49,301,2024-11-20
P1,17.46,31.75,260,2025-05-09
P13,4.81,18.81,136,2023-07-10
P1,7.65,8.33,232,2024-07-04
P10,3.16,17.26,333,2023-09-04
P11,15.93,18.53,413,2024-10-14
P10,12.39,13.64,36,2024-08-01
P1,7.0,7.9,207,2023-07-14
P13,0.58,3.94,13,2025-04-23
P7,19.17,21.66,358,2024-09-23
P4,3.82,13.63,274,2023-06-23
P1,6.76,18.22,321,2023-08-28
P11,0.12,10.23,45,2024-07-28
P5,12.72,19.54,498,2023-09-15
P9,17.2,25.49,121,2024-09-11
P4,3.98,12.27,194,2024-02-12
P5,14.85,17.55,498,2023-07-29
P8,11.42,25.34,453,2024-06-07
P10,19.41,33.33,397,2025-03-27
P10,1.16,10.09,440,2023-09-29
P7,10.97,24.27,500,2023-06-22
P14,17.02,17.68,289,2024-07-10
P9,4.29,11.31,39,2024-01-27
P5,3.63,18.62,470,2025-04-19
P5,15.23,27.41,78,2023-06-22
P2,14.98,28.99,35,2024-07-01
P8,16.24,25.84,155,2023-10-24
P2,10.92,13.01,458,2024-01-17
P1,18.45,24.96,308,2023-08-16
P3,19.5,33.68,124,2023-07-27
P11,3.47,10.53,12,2024-08-09
P2,8.75,10.85,395,2024-11-10
P9,19.54,29.73,317,2023-07-29
P6,18.63,24.77,398,2025-05-17
P6,7.4,9.47,283,2024-03-09
P10,14.06,25.87,266,2024-12-28
P5,1.76,10.34,127,2024-06-11
P14,2.77,6.32,209,2023-06-17
P12,16.1,28.03,111,2023-09-21
P10,16.76,20.73,119,2024-04-06
P8,12.0,22.99,96,2023-10-24
P6,2.03,6.94,45,2024-12-27
P9,5.04,5.67,33,2023-11-13
P5,7.85,14.1,407,2024-08-09
P14,12.78,22.12,33,2025-04-07
P5,18.77,25.94,127,2024-08-28
P1,12.51,16.59,212,2024-03-06
P9,9.1,22.12,464,2024-08-28
P2,1.15,10.53,346,2024-10-10
P12,8.34,15.48,68,2024-02-05
P3,16.83,30.94,150,2024-09-08
P10,12.92,24.1,379,2023-11-12
P4,16.38,28.89,9,2024-05-12
P2,0.88,14.38,448,2025-01-24
P12,4.29,6.43,465,2024-12-02
P10,14.61,21.64,310,2024-02-29
P13,0.92,4.24,193,2024-10-02
P3,18.88,22.12,150,2025-01-09
P12,15.43,19.84,486,2023-08-18
P14,3.78,10.41,70,2024-02-19
P4,11.92,24.22,185,2024-09-27
P6,5.87,10.37,223,2023-12-01
P9,0.83,1.47,52,2023-08-29
P10,1.83,6.43,129,2023-08-27
P1,1.47,2.91,481,2023-06-21
P14,13.3,24.67,193,2025-05-06
P8,17.14,29.43,383,2024-04-18
P14,13.06,22.73,348,2025-04-23
P14,8.03,17.42,233,2024-12-30
P2,18.23,27.87,191,2023-08-01
P10,16.64,30.02,351,2025-05-12
P6,3.49,14.26,374,2023-11-03
P11,4.67,17.99,366,2025-04-07
P12,16.39,17.71,308,2025-02-27
P3,7.84,15.35,328,2024-05-31
P11,1.88,16.54,303,2023-12-11
P9,18.71,32.92,191,2024-04-27
P10,2.91,15.9,50,2024-08-09
P10,5.52,17.12,111,2025-04-24
